text,category,alias,verdict,gain,heard_without_dict,heard_with_dict,sentence,judge_reason,stored_verdict,stt_model
cartilage,anatomical,KAR-tih-lij,HURTS,-0.084,The biopsy shows inflammation in the cartilage.,The biopsy shows inflammation in the K-A-R tolage.,The biopsy shows inflammation in the cartilage.,"The without-dictionary transcript already correctly rendered ""cartilage,"" while the with-dictionary transcript garbled it into ""K-A-R tolage.""",HURTS,distil-whisper/distil-large-v2
periosteum,anatomical,per-ee-OS-tee-um,WASH,-0.011,The biopsy shows inflammation in the periosteum.,The biopsy shows inflammation in the peri-o-steum.,The biopsy shows inflammation in the periosteum.,"Both transcripts convey the term ""periosteum"" clearly; the dictionary version just adds a slight phonetic hyphenation but doesn't meaningfully improve or worsen recognition.",HURTS,distil-whisper/distil-large-v2
endosteum,anatomical,en-DOS-tee-um,HURTS,-0.071,The biopsy shows inflammation in the endosteum.,The biopsy shows inflammation in the endostean.,The biopsy shows inflammation in the endosteum.,"Without dictionary the term was correctly rendered as ""endosteum,"" while with dictionary it became ""endostean,"" which is wrong.",WASH,distil-whisper/distil-large-v2
diaphysis,anatomical,dy-AF-ih-sis,HURTS,-0.14,The biopsy shows inflammation in the diaphysis.,The biopsy shows inflammation in the die AFSS.,The biopsy shows inflammation in the diaphysis.,"The without-dictionary transcript correctly rendered ""diaphysis,"" while the with-dictionary transcript garbled it into ""die AFSS.""",HURTS,distil-whisper/distil-large-v2
epiphysis,anatomical,eh-PIF-ih-sis,WASH,-0.011,The biopsy shows inflammation in the epiphysis.,The biopsy shows inflammation in the aepiephysis.,The biopsy shows inflammation in the epiphysis.,"Both transcripts are close to the target, but the dictionary version (""aepiephysis"") is actually slightly worse/more garbled than the clean ""epiphysis"" without dictionary.",WASH,distil-whisper/distil-large-v2
metaphysis,anatomical,meh-TAF-ih-sis,WASH,-0.059,The biopsy shows inflammation in the metaphysis.,The biopsy shows inflammation in the metapsis.,The biopsy shows inflammation in the metaphysis.,"Both transcripts are imperfect; ""metaphysis"" is correct in the without-dictionary version, while ""metapsis"" is wrong in the with-dictionary version, but neither clearly recovers the target term better overall.",WASH,distil-whisper/distil-large-v2
physis,anatomical,FY-sis,WASH,0.005,The biopsy shows inflammation in the physis.,The biopsy shows inflammation in the FYSIS.,The biopsy shows inflammation in the physis.,"Both transcripts fail to render ""physis"" correctly — without dictionary it appears as a typo ""physis"" (likely a transcription artifact), with dictionary it becomes ""FYSIS"" which is also wrong. No meaningful improvement.",HURTS,distil-whisper/distil-large-v2
symphysis,anatomical,SIM-fih-sis,WASH,0.0,The biopsy shows inflammation in the synthesis.,The biopsy shows inflammation in the symphasis.,The biopsy shows inflammation in the symphysis.,"Both transcripts miss the target term; ""symphasis"" is not closer to ""symphysis"" than ""synthesis"" in any meaningful way, and similarity gain is 0.",WASH,distil-whisper/distil-large-v2
synovium,anatomical,sih-NOH-vee-um,HURTS,-0.089,The biopsy shows inflammation in the synovium.,The biopsy shows inflammation in the Cihano H. VM.,The biopsy shows inflammation in the synovium.,"The without-dictionary transcript correctly rendered ""synovium,"" while the with-dictionary transcript garbled it into ""Cihano H. VM.""",HURTS,distil-whisper/distil-large-v2
synovia,anatomical,sih-NOH-vee-ah,WASH,-0.01,The biopsy shows inflammation in the synovia.,The biopsy shows inflammation in the CihnoHVIA.,The biopsy shows inflammation in the synovia.,"Both transcripts fail to clearly render ""synovia"" correctly; the dictionary version produced a garbled ""CihnoHVIA"" while the without-dictionary version at least approximated it as ""synovia,"" so no meaningful improvement.",HURTS,distil-whisper/distil-large-v2
sutura,anatomical,soo-TOO-rah,WASH,-0.005,The biopsy shows inflammation in the sutura.,The biopsy shows inflammation in the suetura.,The biopsy shows inflammation in the sutura.,"Both transcripts mispronounce the term (""sutura"" vs ""suetura""), and neither recovers the correct target pronunciation.",HURTS,distil-whisper/distil-large-v2
fontanelle,anatomical,fon-tah-NEL,WASH,0.071,The biopsy shows inflammation in the Fontanao.,The biopsy shows inflammation in the fontanel.,The biopsy shows inflammation in the fontanelle.,"Both transcripts miss the target term clearly: ""Fontanao"" is wrong, and ""fontanel"" is missing the final 'le' syllable, so neither recovers the correct pronunciation.",WASH,distil-whisper/distil-large-v2
myocardium,anatomical,my-oh-KAR-dee-um,HURTS,-0.145,The biopsy shows inflammation in the myocardium.,The biopsy shows inflammation in the myo-k-r-deme.,The biopsy shows inflammation in the myocardium.,"The without-dictionary transcript correctly rendered ""myocardium,"" while the with-dictionary transcript garbled it into ""myo-k-r-deme.""",HURTS,distil-whisper/distil-large-v2
epicardium,anatomical,eh-pih-KAR-dee-um,HURTS,-0.086,The biopsy shows inflammation in the epicardium.,The biopsy shows inflammation in the APKRDM.,The biopsy shows inflammation in the epicardium.,"Without dictionary the term was correctly rendered as ""epicardium""; with dictionary it became garbled ""APKRDM.""",HURTS,distil-whisper/distil-large-v2
pericardium,anatomical,per-ih-KAR-dee-um,WASH,-0.033,The biopsy shows inflammation in the pericardium.,The biopsy shows inflammation in the perikardium.,The biopsy shows inflammation in the pericardium.,"Both transcripts render the term recognizably; the dictionary version uses a slightly different spelling (""perikardium"") but neither is clearly better, and the similarity gain is essentially neutral.",WASH,distil-whisper/distil-large-v2
endocardium,anatomical,en-doh-KAR-dee-um,WASH,-0.033,The biopsy shows inflammation in the endocardium.,The biopsy shows inflammation in the endokardium.,The biopsy shows inflammation in the endocardium.,Both transcripts contain the term with only minor spelling variation; the dictionary didn't meaningfully change pronunciation.,HURTS,distil-whisper/distil-large-v2
intima,anatomical,IN-tih-mah,WASH,0.0,The biopsy shows inflammation in the intima.,The biopsy shows inflammation in the antama.,The biopsy shows inflammation in the intima.,"Both transcripts fail to clearly render ""intima"" correctly; the dictionary version produced ""antama"" which is not closer to the target.",HURTS,distil-whisper/distil-large-v2
media,anatomical,MEH-dee-ah,WASH,-0.042,The biopsy shows inflammation in the media.,The biopsy shows inflammation in the MEHDA.,The biopsy shows inflammation in the media.,"Both transcripts fail to clearly produce the target term ""media"" in its intended anatomical pronunciation; the dictionary version actually mispronounces it as ""MEHDA,"" which is worse or at best no better.",WASH,distil-whisper/distil-large-v2
adventitia,anatomical,ad-ven-TISH-ah,HURTS,-0.074,The biopsy shows inflammation in the adventitia.,The biopsy shows inflammation in the adventuisha.,The biopsy shows inflammation in the adventitia.,"The without-dictionary transcript already correctly rendered ""adventitia,"" while the with-dictionary transcript mangled it into ""adventuisha.""",HURTS,distil-whisper/distil-large-v2
tunica,anatomical,TOO-nih-kah,WASH,-0.048,The biopsy shows inflammation in the tunica.,The biopsy shows inflammation in the tiona ca.,The biopsy shows inflammation in the tunica.,"Both transcripts fail to clearly render ""tunica"" correctly; the dictionary version (""tiona ca"") is arguably worse/garbled, but neither recovers the target term properly.",HURTS,distil-whisper/distil-large-v2
parenchyma,anatomical,pah-REN-kih-mah,WASH,-0.004,The biopsy shows inflammation in the parankyma.,The biopsy shows inflammation in the parrenkama.,The biopsy shows inflammation in the parenchyma.,"Both transcripts mispronounce the term (""parankyma"" vs ""parrenkama""), neither matches the target ""parenchyma,"" and the similarity gain is essentially zero.",HURTS,distil-whisper/distil-large-v2
stroma,anatomical,STROH-mah,HURTS,-0.022,The biopsy shows inflammation in the stroma.,The biopsy shows inflammation in the esteroch ma.,The biopsy shows inflammation in the stroma.,"Without dictionary, ""stroma"" was correctly transcribed; with dictionary, it became garbled as ""esteroch ma.""",WASH,distil-whisper/distil-large-v2
septum,anatomical,SEP-tum,HURTS,-0.055,The biopsy shows inflammation in the septum.,The biopsy shows inflammation in the SEP tongue.,The biopsy shows inflammation in the septum.,"The without-dictionary transcript correctly rendered ""septum,"" while the with-dictionary transcript garbled it into ""SEP tongue.""",WASH,distil-whisper/distil-large-v2
septa,anatomical,SEP-tah,WASH,0.048,The biopsy shows inflammation in the scepter.,The biopsy shows inflammation in the SEPTA.,The biopsy shows inflammation in the septa.,unparsed judge output: 'VERDICT|HELPS',WASH,distil-whisper/distil-large-v2
trabecula,anatomical,trah-BEK-yoo-lah,WASH,0.025,The biopsy shows inflammation in the tribecula.,The biopsy shows inflammation in the traw-becula.,The biopsy shows inflammation in the trabecula.,"Both transcripts mispronounce the term (""tribecula"" vs ""traw-becula""), and neither recovers the correct ""trabecula"" pronunciation meaningfully.",WASH,distil-whisper/distil-large-v2
hilum,anatomical,HY-lum,WASH,0.0,The biopsy shows inflammation in the hillum.,The biopsy shows inflammation in the HY Lum.,The biopsy shows inflammation in the hilum.,"Both transcripts fail to produce the correct term ""hilum""; the dictionary version (""HY Lum"") is arguably worse than ""hillum"" as it fragments the word.",HURTS,distil-whisper/distil-large-v2
hilus,anatomical,HY-lus,WASH,0.037,The biopsy shows inflammation in the hylais.,The biopsy shows inflammation in the HY-Luss.,The biopsy shows inflammation in the hilus.,"Both transcripts fail to clearly produce ""hilus"" — the without version gives ""hylais"" and the with version gives ""HY-Luss"" (a hyphenated, non-standard rendering), so neither recovers the target term.",HURTS,distil-whisper/distil-large-v2
sulcus,anatomical,SUL-kus,WASH,-0.044,The biopsy shows inflammation in the sulcus.,The biopsy shows inflammation in the swalcus.,The biopsy shows inflammation in the sulcus.,"Both transcripts are close but neither perfectly captures ""sulcus""; the dictionary version (""swalcus"") is slightly worse, while the non-dictionary version is essentially correct.",WASH,distil-whisper/distil-large-v2
gyrus,anatomical,JY-rus,WASH,-0.054,The biopsy shows inflammation in the gyrus.,The biopsy shows inflammation in the J.Y. Russ.,The biopsy shows inflammation in the gyrus.,"Both transcripts fail to clearly render ""gyrus"" — the without-dictionary version is closer to the target, while the with-dictionary version is garbled into ""J.Y. Russ,"" so the dictionary did not help and arguably hurt slightly, but neither is correct.",WASH,distil-whisper/distil-large-v2
cortex,anatomical,KOR-teks,HURTS,-0.048,The biopsy shows inflammation in the cortex.,The biopsy shows inflammation in the KOR text.,The biopsy shows inflammation in the cortex.,"The without-dictionary transcript already correctly rendered ""cortex,"" while the with-dictionary transcript garbled it into ""KOR text.""",WASH,distil-whisper/distil-large-v2
medulla,anatomical,meh-DOOL-ah,WASH,0.0,The biopsy shows inflammation in the medulla.,The biopsy shows inflammation in the medulla.,The biopsy shows inflammation in the medulla.,"Both transcripts are identical and correctly include ""medulla,"" so the dictionary made no difference.",HURTS,distil-whisper/distil-large-v2
capsule,anatomical,KAP-sool,WASH,-0.081,The biopsy shows inflammation in the capsule.,The biopsy shows inflammation in the capysoil.,The biopsy shows inflammation in the capsule.,"Both transcripts fail to clearly produce ""capsule"" — the without-dictionary version actually reads more naturally and closer to the target, while the with-dictionary version is garbled (""capysoil"").",WASH,distil-whisper/distil-large-v2
lobe,anatomical,LOHB,WASH,-0.051,The biopsy shows inflammation in the lobe.,The biopsy shows inflammation in the L-O-H-B.,The biopsy shows inflammation in the lobe.,"Both transcripts fail to clearly produce ""lobe"" naturally; the dictionary version spells it out letter-by-letter which is worse, but neither achieves the target pronunciation cleanly.",WASH,distil-whisper/distil-large-v2
lobule,anatomical,LOB-yool,WASH,-0.014,The biopsy shows inflammation in the lobule.,The biopsy shows inflammation in the L-O-B-Ule.,The biopsy shows inflammation in the lobule.,"Both transcripts fail to clearly produce ""lobule"" naturally; the dictionary version spells it out letter-by-letter, which is not a clear improvement.",WASH,distil-whisper/distil-large-v2
acinus,anatomical,AS-ih-nus,HURTS,-0.044,The biopsy shows inflammation in the acinus.,The biopsy shows inflammation in the ASHANUS.,The biopsy shows inflammation in the acinus.,"The without-dictionary transcript correctly rendered ""acinus,"" while the with-dictionary transcript garbled it into ""ASHANUS.""",HURTS,distil-whisper/distil-large-v2
